phoneNumber,countryCode,name,categoryName,updateCategoryName
9876426598,+91,JMeter User 1,Family Group,Updated Family
9876341589,+91,JMeter User 2,Work Team,Updated Work
9876731364,+91,JMeter User 3,Friends Circle,Updated Friends
9876460384,+91,JMeter User 4,Emergency Contacts,Updated Emergency
9876036283,+91,JMeter User 5,Neighbors,Updated Neighbors
9876462227,+91,JMeter User 6,Business Partners,Updated Business
9876427728,+91,JMeter User 7,School Friends,Updated School
9876610555,+91,JMeter User 8,Relatives,Updated Relatives
9876719968,+91,JMeter User 9,Gym Buddies,Updated Gym
9876358685,+91,JMeter User 10,Travel Group,Updated Travel
9876934944,+91,JMeter User 11,College Friends,Updated College
9876356570,+91,JMeter User 12,Office Team,Updated Office
9876989214,+91,JMeter User 13,Sports Club,Updated Sports
9876617631,+91,JMeter User 14,Music Band,Updated Music
9876713622,+91,JMeter User 15,Photography Club,Updated Photography
9876925430,+91,JMeter User 16,Book Club,Updated Books
9876483447,+91,JMeter User 17,Cooking Group,Updated Cooking
9876754033,+91,JMeter User 18,Gaming Squad,Updated Gaming
9876105555,+91,JMeter User 19,Hiking Group,Updated Hiking
9876403932,+91,JMeter User 20,Volunteer Team,Updated Volunteer
9876399429,+91,JMeter User 21,Dance Class,Updated Dance
9876818264,+91,JMeter User 22,Yoga Group,Updated Yoga
9876376016,+91,JMeter User 23,Tech Community,Updated Tech
9876050645,+91,JMeter User 24,Art Circle,Updated Art
9876347835,+91,JMeter User 25,Running Club,Updated Running
9876661014,+91,JMeter User 26,Business Network,Updated Network
9876653538,+91,JMeter User 27,Investment Club,Updated Investment
9876905927,+91,JMeter User 28,Study Group,Updated Study
9876606533,+91,JMeter User 29,Startup Team,Updated Startup
9876138371,+91,JMeter User 30,Marketing Team,Updated Marketing
9876069369,+91,JMeter User 31,Sales Team,Updated Sales
9876123711,+91,JMeter User 32,HR Team,Updated HR
9876369527,+91,JMeter User 33,IT Support,Updated IT
9876823552,+91,JMeter User 34,Finance Team,Updated Finance
9876269209,+91,JMeter User 35,Operations Team,Updated Operations
9876954268,+91,JMeter User 36,Customer Service,Updated Customer
9876894445,+91,JMeter User 37,Development Team,Updated Development
9876534495,+91,JMeter User 38,Design Team,Updated Design
9876843533,+91,JMeter User 39,QA Team,Updated QA
